,RDVar,RDSkew,RDKurt,DR
31MAY2013,0.00015883843869086693,-0.09330608811745986,3.377691371586434,-0.012300071435066506
03JUN2013,0.00019796568516334092,-0.4542638012521557,5.80773712918628,0.003706075830158806
04JUN2013,0.00019066461751011463,0.9709634473550732,5.798053835944676,0.0036921121340185437
05JUN2013,0.00013104078276217031,-0.4879863519594506,3.5457559675370645,-0.01111815263559457
06JUN2013,0.00011878874349994343,0.9251515716841946,2.7678803963987955,0.03399131578754
07JUN2013,0.00010096908842695158,-0.2861918425230116,3.983581644057719,0.005388554818743785
10JUN2013,7.61903350925162e-05,-0.7527378422358681,4.695908175010616,0.005755895490917595
11JUN2013,0.00012800484060384194,0.7363415573395508,3.8997963694509963,-0.006950787608865472
12JUN2013,8.956633487233679e-05,-0.899333496398902,6.425380309578363,-0.005595567014305747
13JUN2013,6.0620541810686105e-05,1.2692486595688064,4.277567803610555,0.014720836590814912
14JUN2013,7.122336828907463e-05,-0.7317053734703508,7.081996749369402,0.008455526634642219
17JUN2013,8.478403841511651e-05,-0.6494966958493071,2.7979874922130428,-0.007074289931157551
18JUN2013,6.7666598923029e-05,0.7154675615348902,2.931412764226136,0.016429069475607516
19JUN2013,0.00017820039644129935,-1.664458066086305,5.9139248324130635,-0.029529479106018552
20JUN2013,0.00022784413887144708,-0.07272763829965419,2.6168911010593003,-0.022019116568590125
21JUN2013,0.00014566722601633256,-0.08349197262000252,2.9011760950567376,0.011372949402998156
24JUN2013,0.00014869444876691094,-0.2255926158771606,3.622381351868511,-0.008110369629252379
25JUN2013,0.00011280139137684605,1.320476314952554,6.038909222989138,0.02651837003568014
26JUN2013,9.072252787234065e-05,-0.10362072630930474,4.1543651885133706,0.004351981057594934
27JUN2013,8.86202206712362e-05,0.20333445799073302,3.333359790241333,0.006689100139275261
28JUN2013,0.00011112527056282699,-0.9317762587499449,3.712523665274177,-0.013025626955760483
01JUL2013,9.467729042014762e-05,0.00413830236197922,4.991707103933215,0.00039738692935165076
02JUL2013,0.00013694101073835271,-0.006636734796612731,3.356223860084939,0.00534691114618191
03JUL2013,6.787601085877629e-05,0.7161316878694518,3.204300974920594,0.007477191085650592
05JUL2013,0.00011101867188908152,0.08132617665498276,4.218091381910402,0.005669256677991008
08JUL2013,7.789800908357283e-05,0.5623338727963791,3.017324146363657,0.007552373068637319
09JUL2013,5.2599050078030334e-05,-0.5488102652669639,5.248905309683036,-0.004112440992456001
10JUL2013,8.303169313494778e-05,0.08880026261603984,4.660267694064447,-0.008275798823491609
11JUL2013,4.1429834046909315e-05,0.36918683252339546,4.862171077120215,0.013169609226996837
12JUL2013,0.00010947623764131916,-1.5686977725052347,7.9579056433744455,-0.015745167107113822
15JUL2013,7.859655326154967e-05,0.5819464560271489,7.212798021934408,-0.008967076599240897
16JUL2013,7.288800409947659e-05,1.0659700948723314,5.114698072618167,0.006384770389328498
17JUL2013,7.270867452773184e-05,-0.6135071115674515,5.1982085860336635,0.009107414445335582
18JUL2013,0.0001901396008620471,-0.49200043862454695,4.285420774106809,-0.015292016362142391
19JUL2013,5.4380308572293976e-05,-0.12210834055507953,4.026534231126319,-0.00040030326240891867
22JUL2013,4.795472220350878e-05,0.896581079148085,3.5008311949583666,0.00638597097150484
23JUL2013,6.810723015579427e-05,-0.0010043180490692486,4.975655939968904,0.0017889603940739462
24JUL2013,7.543215576932695e-05,0.38799991658112304,3.486267921499257,0.00039677665934867434
25JUL2013,3.8766348427145305e-05,1.2755408629644567,4.388536823738782,0.006528982455412002
26JUL2013,6.78046673617382e-05,0.10185990232100929,2.542756005662546,0.00609479381582112
29JUL2013,4.9371850859665804e-05,0.22117732866443154,4.438894448649162,0.009169618459940576
30JUL2013,0.00010924431736357551,-1.3988117471200914,5.199473731637449,-0.020999509619625822
31JUL2013,8.578276341713954e-05,-0.4236727910417248,3.552096247898629,-0.01881953197406938
01AUG2013,5.6989566457571204e-05,-0.8068149710359208,12.68012836687497,0.01065456466940784
02AUG2013,6.200635990601607e-05,-0.2971214889733394,6.756692829146586,0.0047875290351195865
05AUG2013,3.0342264635789307e-05,0.9002072303367716,5.42625722842751,-0.0007963029667612531
06AUG2013,3.488897017210605e-05,-0.28439425160507215,2.4446820722041953,-0.002392990264904249
07AUG2013,4.977580273811417e-05,0.3150298552395786,4.193784502902483,-0.0031993989921694777
08AUG2013,6.398973435838676e-05,-0.24866644662154136,5.6354746192652625,-0.006227719384533259
09AUG2013,9.07060775954599e-05,-0.1608431710821952,6.396219621573766,-0.006064413478123587
12AUG2013,3.734779237869247e-05,0.9236848425180249,4.481667899087118,0.006668663839242139
14AUG2013,8.182993195183496e-05,-1.0109389436030045,6.0408278550109324,-0.0053039189467583014
15AUG2013,4.696355230916229e-05,-0.6066382587299133,3.656420277769298,-0.007184785746896516
16AUG2013,7.697541564680605e-05,-1.0284063623002344,5.472293900351977,-0.01724712169068221
19AUG2013,6.62047742801524e-05,0.364156874179878,4.371668790714616,-0.0044114430416719586
20AUG2013,6.616167056513446e-05,0.916379897820279,4.384467145136545,0.008594598837064371
21AUG2013,7.400105443856433e-05,-0.0986593035475178,4.230000749159838,-0.013448375045186811
22AUG2013,6.436280958326016e-05,0.3283839180886734,3.4074308943020344,-0.005302823208721996
23AUG2013,4.147681660314066e-05,0.4164144690124907,2.661050662240917,0.012469858366428
26AUG2013,3.860749601239893e-05,-1.0203458257426634,4.945571454343095,-0.014172612292000064
27AUG2013,8.457525997899604e-05,0.8355380372721513,4.60895251244975,0.00021283611660205537
28AUG2013,5.751147868988179e-05,-1.0384818349655307,4.38464677577729,-0.008341059274263873
29AUG2013,0.0002652122517749887,0.21654382615632725,4.592548817065392,0.026702005149024544
30AUG2013,9.796655751036223e-05,-0.5048489079570185,3.866113045837684,-0.009243911001273641
03SEP2013,0.00027358507871609627,0.9483693853200544,4.262820224386052,-0.02934164866354605
04SEP2013,0.00010935114084284721,0.9190285853536526,3.3003948333455706,0.01659728442629005
05SEP2013,0.00014901497180403042,-1.696573086865697,10.752155591719015,-0.002997275456676718
06SEP2013,0.00018945479986265032,-1.3778199575773342,6.897563613519252,-0.006453012412472425
09SEP2013,4.9350444653286115e-05,-0.8361266757978788,6.057020092240983,-0.009322496230165456
10SEP2013,9.105391755846515e-05,0.27811929124119317,3.6742602612582576,0.012124131523647552
11SEP2013,8.335174560874229e-05,0.007770489126891594,3.0564102979499896,0.0010752725561431475
12SEP2013,0.00013104917899716786,0.6799431016639043,3.833335832476141,0.01768432728327962
13SEP2013,0.00015124400552226657,0.3476114380958012,4.295587624518023,0.00862181154167807
16SEP2013,3.686899733952558e-05,0.7391713417532821,5.432370450098053,0.011243148303352157
17SEP2013,4.561004073292676e-05,-0.981010755471537,6.559460468764717,0.005574574159812773
18SEP2013,0.0001387678584565704,1.5936538622818606,7.812156653368495,0.0030832713670818634
19SEP2013,5.994429159378088e-05,0.28254672919979146,3.3037202627837763,-0.004319590980335075
20SEP2013,8.531243542590387e-05,-0.13766744264794595,4.351356216037246,-0.015162747903581852
23SEP2013,6.28881766276925e-05,-0.3437540888087342,4.892724762134964,0.004176912067747729
24SEP2013,0.00010278818376192498,0.11998109950589123,7.983338064500439,-0.01490825543805041
25SEP2013,4.1460442599464694e-05,-0.7186704909987932,4.708187347500128,-0.0067927410176920056
26SEP2013,0.00011325764829918238,1.2658267099569205,4.450488104653053,0.015219168470356426
27SEP2013,6.327349786690782e-05,-0.33894800044559154,3.610603363693961,-0.014154752323756625
30SEP2013,7.673582501563e-05,0.456573915598356,3.399054858617193,-0.0070459909456266345
01OCT2013,7.378059812402282e-05,0.14460690841334592,5.690499112829656,0.006833250605044583
02OCT2013,7.863280822348933e-05,0.09121810785675695,3.0527031123672206,-0.004265519900699566
03OCT2013,0.00010701180839272788,1.0450341481290009,4.755528408718976,0.004691138198432032
04OCT2013,5.708823265743256e-05,-0.0025037787896931498,3.454336464048502,0.0019128221458881711
07OCT2013,7.582156124324096e-05,0.43315697382234936,3.886787756911825,0.004025618593702429
08OCT2013,7.481672356641326e-05,-0.5112029687891493,3.563898224344627,-0.015300345768111345
09OCT2013,0.0001002510795064253,0.5490484629766912,2.892714767932342,0.0032520319617876936
10OCT2013,6.244851156923944e-05,0.9402130663931032,4.008164469983099,0.014184806761644353
11OCT2013,4.7314779093617956e-05,0.9376532243869427,4.035086975777705,0.00489619769568872
14OCT2013,6.478237514800854e-05,-0.6263703601348316,3.4413398074914703,-0.005964171922152595
15OCT2013,5.956628267143703e-05,-0.5593667753296733,3.3683165586094463,-0.010522553654910727
16OCT2013,0.00016130352280622148,0.7853628407197224,3.53517710462342,0.01987865640704678
17OCT2013,0.00022577723390210358,-0.2699906686290851,7.045644162734278,0.034324754050729656
18OCT2013,9.094241788771277e-05,0.3656030449350886,3.200315953558641,0.022445398483244894
21OCT2013,5.036983462299839e-05,0.9679113905561699,4.336962594459876,0.011333422741392152
22OCT2013,9.327105051169533e-05,1.415192421001841,7.157676023824514,0.011010681544775913
23OCT2013,6.670081248812345e-05,-0.30944590251632415,2.820540288209024,-0.0062770505340092875
24OCT2013,0.00012864427354731338,1.8358545701338498,10.884876691721649,-0.007902064150719479
25OCT2013,5.149670508563499e-05,0.5581200999492728,5.716535372029469,0.005735205492013673
28OCT2013,2.695565208861415e-05,-0.13572044639567138,4.184306252584825,-0.0027647111909026023
29OCT2013,4.8251169422258174e-05,0.658684191012732,3.4049784072413822,0.01023052206150199
30OCT2013,0.00011959337092759611,-1.066600827051912,3.8614664451052496,-0.01102187640986152
31OCT2013,0.0001058865757890945,-0.3674714982612681,3.1347185117863723,-0.0003958520364055751
01NOV2013,8.936936924961887e-05,-0.9440217642911837,4.698481861440525,-0.00039579234307440814
04NOV2013,6.55993578726695e-05,2.5561263235147735,13.170507545239236,0.011617581826351753
05NOV2013,6.38637486739624e-05,-0.527782405023287,4.1814711724387434,-0.01937188123464706
06NOV2013,2.6280340502825997e-05,0.31298535502575486,3.7716149779301964,0.010128242678925758
07NOV2013,0.00011083235024459297,-0.03890116525576427,3.073800610172026,-0.00873223005044732
08NOV2013,0.00013190798417995155,-1.7621896618921293,10.229971804190882,0.0005979231260537787
11NOV2013,3.862031156995905e-05,-1.6678673443153091,12.029009363319117,-0.00479262328856267
12NOV2013,4.850351403283199e-05,1.655172370418552,8.523363651246333,0.003995506649879577
13NOV2013,7.332644416057336e-05,-0.607313290152403,5.158908550726082,-0.0033947794099984385
14NOV2013,5.110920907599327e-05,0.5182069172866554,4.032516466584396,0.005585202294364766
15NOV2013,7.803701473064286e-05,-0.011688731163864409,3.520978095321987,0.0007955663125978063
18NOV2013,3.0497654494903515e-05,1.3267365088028835,5.646870026461172,0.008904721040129626
19NOV2013,5.024769528249788e-05,-0.5146593276229295,3.3895857889982612,0.000394046221493749
20NOV2013,7.77800355907936e-05,-0.9377914770631426,3.5239118522593387,-0.007511656158613267
21NOV2013,6.021798721349959e-05,-0.26176520313214974,3.066755117283295,-0.00039684917509985596
22NOV2013,3.727248360890382e-05,-0.494669237281377,6.832652854820632,-0.0031807659538554134
25NOV2013,2.770986259868026e-05,-0.44002754242851577,4.216466896749518,-0.004190490053283646
26NOV2013,4.398477306068068e-05,0.06454493609253979,7.588151521006282,0.0007996764633459996
27NOV2013,2.7004390470055504e-05,-0.7611107615616797,5.769399409846399,-0.0024006099150208904
29NOV2013,3.498634266590766e-05,0.5826947776363337,5.15832788673453,-0.00622789003488311
02DEC2013,3.94998975337509e-05,-0.37521200888167977,4.001960544194432,-0.007281730108973594
03DEC2013,2.7392611155804978e-05,0.589547787734909,5.36308857762488,0.006878347742405921
04DEC2013,9.295220101760095e-05,-0.03660187444982685,4.128142430320953,-0.004647851042300921
05DEC2013,0.00011531995918337244,-0.6264287901590554,3.7158743252982074,-0.00936104085305045
06DEC2013,0.00010017788553300622,0.05497305059271758,5.342038337264438,0.011586745297630596
09DEC2013,7.013582097521243e-05,1.0698565086707699,3.3298560666115513,0.0018171597381724247
10DEC2013,5.129609173590196e-05,-0.7241027263050132,5.042993134000007,-0.010545593029037903
11DEC2013,8.62437378922704e-05,-0.11889721567087211,2.7499087387241543,-0.011482572057238016
12DEC2013,6.59739361431354e-05,-0.14975659350482387,4.285194518284182,-0.007451653158110361
13DEC2013,8.959903804412245e-05,-0.07518127576323635,4.711297725280902,-0.006043874114510128
16DEC2013,8.87548308558703e-05,-0.9793596059446966,4.182970588231152,0.00874092725460196
17DEC2013,3.531912800125837e-05,-0.2951172088362286,4.150667122873207,-0.014610736544748537
18DEC2013,0.00012842835179300706,0.8988408640646757,5.06863374035502,0.01895277733856826
19DEC2013,0.00010406618166584559,0.26274199290801153,3.9306569385016927,-0.0008256795620518176
20DEC2013,5.817609726103244e-05,-0.3824008160632398,3.2466749472140153,-0.007252991377900475
23DEC2013,3.649719211968526e-05,0.05336533833169649,4.5731049755489215,0.01034555579068952
24DEC2013,4.4617934421441295e-05,-0.3848047324379748,4.440179418412923,0.008200161254249494
26DEC2013,4.632326367503152e-05,0.9873742122764269,12.045409856737656,0.004074989367445436
27DEC2013,2.7684260208305482e-05,-0.12817395343000995,3.3591716775961076,-0.00020337656027846762
30DEC2013,2.541672265576536e-05,0.980327695338196,6.587469246058861,-0.00040695136722179726
31DEC2013,3.81537393997612e-05,0.3784115481343179,6.223709636036244,-0.0002034018923979808
02JAN2014,3.6013615669206415e-05,-0.7077536210530029,4.8013182309708675,-0.0028530695472341883
03JAN2014,6.88998854951565e-05,-1.2267091332187865,7.253847080316348,-0.011907542439403063
06JAN2014,7.922332969406987e-05,-0.43961520546369237,4.4508553389521195,0.005560973828692806
07JAN2014,8.696868507789299e-05,-0.2472280724051963,3.6806392096438234,0.0124503703487151
08JAN2014,4.855392609442218e-05,-0.17034209656333268,3.964234231351639,-0.005551493594150525
09JAN2014,6.252164877965364e-05,-1.354871705008429,5.972954115803759,-0.020834046230985948
10JAN2014,6.435798424245996e-05,-0.6134391088630713,6.854407753967913,0.005249232351314692
13JAN2014,9.04493933560576e-05,-0.10553797982843144,4.3500359516615665,-0.015193454026353415
14JAN2014,9.51379420380926e-05,-1.2172847712225934,6.078276638293391,0.001062837159684804
15JAN2014,0.00010568865845459073,0.8726934275684903,3.4210029511188442,0.02496187326486865
16JAN2014,8.281010665613026e-05,0.6776049848324774,3.795762251379057,0.005372048990318401
17JAN2014,5.6666582860386525e-05,-0.03014793622269435,4.537468058386954,-0.00371617833076332
21JAN2014,0.00031505315479513974,-0.8040080019102265,4.721518110295336,-0.013534791633639465
22JAN2014,7.6818040877261e-05,0.6392645786881426,3.641218135944013,-0.007786914107326126
23JAN2014,0.00011844132702731303,-0.7863133408499391,10.864192330071504,0.011135519206789901
24JAN2014,0.0001447440254773747,-0.14184637351469484,3.2918680174144903,-0.00481692467672401
27JAN2014,0.00012145302954676413,0.30809042620793564,2.5914846587349256,0.0012588715091759184
28JAN2014,6.774847965575078e-05,-0.10813547203776955,4.76740635496258,-0.006943690271807856
29JAN2014,0.0001854080889764962,-0.7153407713960402,5.609398051596959,0.006943690271807856
30JAN2014,5.3918888154854675e-05,0.056827187598211676,3.366029757785485,-0.0012588715091759184
31JAN2014,0.0001537129926488822,0.08332516896861392,3.2109896047126654,0.008154704252580913
03FEB2014,0.00017393492023390787,-1.0729933724620326,4.0591007252825335,-0.03410275243110794
04FEB2014,7.977061051562616e-05,0.09665974478840166,3.970722646379428,0.008795481129471483
05FEB2014,7.933223918722293e-05,-0.6664734666089118,5.135764011528749,-0.0027802404121803903
06FEB2014,6.672489366990419e-05,-0.4579262160759437,2.731436801436435,-0.00021426235775523494
07FEB2014,4.572759756388057e-05,0.6213355834439912,3.5793921204744477,0.002780912336271424
10FEB2014,4.2029930639565486e-05,0.6239683581349995,5.844065920070302,0.0021340590312384222
11FEB2014,6.2711754938454e-05,0.6103182360444848,3.6668484621375113,0.006374910824039404
12FEB2014,6.050496051051668e-05,0.8685316364617809,4.016490933820028,0.0033831747466486206
13FEB2014,9.297620002328873e-05,0.23046321476537535,3.809350769948142,-0.0012671782055901915
14FEB2014,4.247143492466264e-05,0.1686473823494018,4.370719595249144,-0.017054424769565646
18FEB2014,9.688455075059674e-05,-0.8897225018370643,7.445584265023273,-0.011460674191528408
19FEB2014,0.00014331096410926715,0.0972953737344077,2.5577784039755613,0.011890460684328641
20FEB2014,0.00029079463182380636,0.5690463211676086,3.5560031284624296,0.03360067490372476
21FEB2014,0.0001612940850753796,-0.05084338187753942,3.1870687934823714,-0.01782207083199472
24FEB2014,0.00018980109187313805,0.008193064141990223,6.241853978863777,-0.022246696545005662
25FEB2014,0.00011132944296035364,-0.2866442130483395,3.2905551701647817,0.0012967880680756494
26FEB2014,0.00010644423680334795,0.3187502900307165,3.573519021198214,0.0012952640886148004
27FEB2014,0.00011656984318300298,0.8113461651830233,3.1344990350277335,0.024508621481563964
28FEB2014,8.601243448929781e-05,-0.24604259611594195,3.373239750593642,0.0016827915274348904
03MAR2014,0.0001025344093907442,-0.1863816954087806,3.0760173621006373,-0.005690734415648269
04MAR2014,9.584432534590855e-05,0.01090180893995497,2.9078089441608954,0.012393724807634232
05MAR2014,5.497868437064446e-05,-0.27771665039487403,4.937765115914289,-0.010915404845814436
06MAR2014,1.9081265954566315e-05,-0.5987422016272324,4.776591253200975,0.001686974218215287
07MAR2014,4.6987588527441986e-05,-0.1651048237539421,3.3691114894643914,-0.006552867912474447
10MAR2014,5.4500911293496756e-05,0.1402816551417954,2.783472982267869,-0.00254870505438598
11MAR2014,4.684230946343644e-05,0.008791573250189283,3.0386682600114687,-0.007041506970439482
12MAR2014,4.3059873568389184e-05,0.021621681151508733,2.6675978062690655,-0.007306975531884863
13MAR2014,6.664671562443032e-05,-0.8672615142104394,3.372068116518147,-0.007143817259331442
14MAR2014,5.333249530714125e-05,0.981664935482949,5.718659024641085,0.0010857322003712255
17MAR2014,5.83077717356304e-05,0.5582293724675286,4.936059316977691,0.004979095548837353
18MAR2014,4.282611812693477e-05,0.8594941777265998,5.561757015901752,0.008385965042007726
19MAR2014,8.255079316748609e-05,-1.7290915272947849,9.591725508423423,-0.007306975531884863
20MAR2014,6.815522487942997e-05,0.3399536119491634,3.468655123444147,0.01816876474809126
21MAR2014,5.11245682750179e-05,-0.2257904987210025,2.824503090519014,-0.006374910824039404
24MAR2014,5.4353336721551195e-05,0.5825060158505889,3.2253859266176717,0.002129412307215528
25MAR2014,3.072278181568774e-05,0.27888600590822366,2.3753854020844347,0.0044571522203535885
26MAR2014,5.7761353531271245e-05,-0.7619454248914563,2.4624438934867428,-0.0044571522203535885
27MAR2014,6.16779888763318e-05,0.7227704529516941,4.265758919651676,0.014361557653441714
28MAR2014,5.376333688741814e-05,0.6215908490441231,3.430959445039434,-0.005677747796117849
31MAR2014,4.732863877740647e-05,-0.08705791525517341,4.85580898746075,0.0031582412562189965
01APR2014,4.253889368372988e-05,-0.2014117728101578,5.604134258770041,0.0037766191838675134
02APR2014,4.3657488560013536e-05,0.6013345406981799,3.2259375614178354,0.0014650848184079024
03APR2014,7.875368693815567e-05,1.2028035366455954,13.086337916627413,0.006253776569023373
04APR2014,3.291222134107374e-05,-0.5453741506414237,3.4700074872122646,-0.0016635916904172987
07APR2014,5.0399844390045504e-05,0.6098371578756663,2.9046676826462323,0.0016635916904172987
08APR2014,6.418215165071295e-05,0.15731636397272153,2.995437767943026,0.012943876913234398
09APR2014,7.619046970232399e-05,-0.3607380936600293,3.7177416365176468,-0.004782434900908683
10APR2014,0.00010477230112512685,-0.29849514914581415,3.818282461222241,-0.010686085862553263
11APR2014,3.928165208234473e-05,-0.7365229540955943,6.137181087268811,-0.008462333469030803
14APR2014,2.2378824170295123e-05,1.2966002300560142,6.529226028769217,0.004240067828358729
15APR2014,5.1409791903129844e-05,-0.5370497716714351,4.267225026404536,-0.007431692860207395
16APR2014,4.251388798164973e-05,0.3755342761450483,3.075797663090999,0.003828895954470113
17APR2014,5.6292044294582036e-05,1.7244057511991915,7.437254943455497,0.010559953629860619
21APR2014,2.5483319276625632e-05,-0.20947024522299496,4.834676061945028,0.007951194779102
22APR2014,3.267724151499794e-05,-0.2704429272679361,3.4719157475818077,-0.0012511780435437991
23APR2014,0.00012984745609210288,0.848339361069493,5.5701346092017525,-0.010277790671309628
24APR2014,9.375729390988531e-05,-0.21975281185126855,6.293474081094834,-0.024545219583596456
25APR2014,6.42085584338627e-05,-0.04176597198960165,4.942230404155863,-0.007373711602244537
28APR2014,5.0829832386679146e-05,0.04827386086364266,3.2462343102677274,0.014264272493948571
29APR2014,0.00010757484695820966,0.8731065395286397,9.818201415315187,0.003641484903030623
30APR2014,3.4747154517891346e-05,0.7380634645918257,4.5249046073097725,-0.0008555036409410022
01MAY2014,3.335181338541376e-05,0.6229932335787433,4.623111350187356,0.01043105000449751
02MAY2014,6.428270131998693e-05,0.14517733011580392,3.7191832690934787,-0.0021199304943015918
05MAY2014,3.966714765586199e-05,1.0283500975929394,8.230386415288297,0.005713888809253387
06MAY2014,1.770899528765602e-05,0.32248817349288916,2.8791827664847625,0.0016865519626536596
07MAY2014,6.911281493749432e-05,0.7335287320116963,4.1496587533162765,0.013184150565249908
08MAY2014,5.8135932769937886e-05,0.12206810787842862,3.769668079392439,0.008075525051817856
09MAY2014,3.0863329070536675e-05,0.052864401464034275,2.352090175075501,-0.0002063879035736349
12MAY2014,4.922768897939027e-05,-1.9639281782670663,9.439215217585986,-0.006622465697364355
13MAY2014,5.2111700351324084e-05,-0.2199081131726312,3.691603182411591,-0.006457739774139437
14MAY2014,3.442574468947877e-05,0.17837938032030734,3.733729196143434,0.003338018461805259
15MAY2014,3.3488276585632966e-05,-0.21470633059734429,2.5156080490675294,-0.0010417268769211674
16MAY2014,0.00012351672966309126,0.9558102073644209,5.666147534800496,0.02288063139991392
19MAY2014,6.840494132896492e-05,0.027798825409170308,3.9384182052114083,0.0016289535917382025
20MAY2014,4.648912426106228e-05,-0.6902831652073985,4.97428736991507,-0.010225152135492799
21MAY2014,4.501373247605824e-05,-0.43338166245558485,4.00538791116379,0.010631873576525397
22MAY2014,2.4753241952343846e-05,0.26986985880651465,4.479979273784399,0.005678408477519881
23MAY2014,1.8092558417391953e-05,0.023221896060762845,4.62577505748899,0.0058472840916872215
