,RDVar,RDSkew,RDKurt,DR
2013-04-10,1.6951775362061446e-05,-0.0444674040043199,4.293165058480406,0.0077694288620895335
2013-04-11,4.445825038416027e-05,0.8591373572229258,3.9162365737701097,-0.010100788970379249
2013-04-12,6.896275000856069e-05,0.20880909438895545,3.449594199503965,-0.0076132143651967965
2013-04-15,0.00014005554965585668,-1.834714524724381,9.537042401231144,-0.03323306573364704
2013-04-16,8.232477688409398e-05,-0.12139868511125784,2.7598859268016627,0.004124616749313859
2013-04-17,0.00015462797257608467,0.8159983825237653,4.993190975679202,-0.013896019385947866
2013-04-18,0.0002344967705582378,-0.04237481562983749,6.832345428311188,-0.006071698042671159
2013-04-19,9.953906879996129e-05,1.2560524507903699,4.84038758067308,-0.00037265139683473336
2013-04-22,6.831802120086342e-05,-0.8043082303541134,4.075246163935263,0.027953220956938196
2013-04-23,0.00027137079297162326,-0.9730250721985567,28.742831842119006,0.016666109793035844
2013-04-24,4.791511212823125e-05,0.6726523073668668,3.0036600166870495,-0.0038123134770007283
2013-04-25,8.853949730274842e-05,0.16613210651109278,3.564116373358096,0.008675735421997288
2013-04-26,9.511237873520476e-05,-1.972379092939639,10.517058417220015,0.002009372696249123
2013-04-29,4.821443816974063e-05,-0.05995553002515133,4.669569082577513,0.0014159892406180319
2013-04-30,6.364119313845999e-05,-0.6604085465946723,4.31752035051538,-0.0015343767289435206
2013-05-01,6.483870277180523e-05,0.5034084367206094,4.82817016981262,-0.01895705188907204
2013-05-02,5.3609584637159635e-05,0.44640620359306504,3.9717963792126216,0.014103365139967572
2013-05-03,7.719971387458215e-05,-0.1484731510832601,7.853428200037701,0.03177096230988408
2013-05-06,4.95042365892063e-05,-0.7738806868713818,5.662916199535567,0.006988401287906676
2013-05-07,4.1210784376674174e-05,-0.08033497989206025,2.4275827805382812,0.02480676841455498
2013-05-08,4.558173524117229e-05,-1.022598890650234,10.722958555004924,0.0057746996526280014
2013-05-09,5.782218794439012e-05,1.1463025036511012,6.879738616525843,-0.00399432056730209
2013-05-10,7.255507926707145e-05,1.6437198887118,10.945165438088129,-0.01489625166101316
2013-05-13,6.253371244876598e-05,-1.8957693001938287,11.01179133222911,-0.006225583970289605
2013-05-14,8.551244515493825e-05,2.0178692856921754,6.789794087561767,-0.005922223106110458
2013-05-15,9.813347996997775e-05,1.1328959670539847,3.3582641351792075,-0.006301604942678729
2013-05-16,7.962884466704023e-05,-0.4663281493246957,2.97056202052735,-0.0025318754647800645
2013-05-17,7.789904623224047e-05,0.1329353154854414,4.421847816623746,0.010203482087842275
2013-05-20,7.492410663125258e-05,0.3830495619400682,3.054952299387754,0.0074998239531600674
2013-05-21,6.234319948151182e-05,0.7957952562203993,3.874327499876111,-0.0026069821986220987
2013-05-22,0.00021280923480693938,-0.3125665549254659,2.9479490282982144,-0.0045506543066773375
2013-05-23,0.00022406823164020708,0.32222853804195584,2.7532771043769024,-0.008588900441538705
2013-05-24,6.012528043208053e-05,0.7973690072758054,3.219262114614855,-0.008547009391568494
2013-05-28,0.00012277869687067757,0.12082353156844386,2.9241273495886753,-0.00023188395569029296
2013-05-29,0.0001456009569150161,0.12132567295618933,3.7330863401958667,0.00347453695352673
2013-05-30,0.00018983872284902026,0.08648791613392509,5.55940859489406,-0.0009252574548010983
2013-05-31,0.00014518179081912162,-0.01966875753110166,3.962069002833536,-0.007084374634474422
2013-06-03,0.0002184842684462452,0.16595244350178331,3.5577952959277606,0.0038385123877091587
2013-06-04,0.0002196436021326167,-0.4827264484919973,3.7771637349407947,-0.002441089000259744
2013-06-05,0.0002218897774121424,-0.401339074200573,4.7260211554645855,-0.0176124750347606
2013-06-06,0.0001236111016259367,0.6146359827026525,3.259867211972599,-0.0049872191773436825
2013-06-07,0.00015058481056607836,0.3687573594984552,3.026198297256775,0.0077082129344452355
2013-06-10,9.722866630465458e-05,-1.1166916582634538,6.863575972473861,-0.010091855614211553
2013-06-11,0.00011450914650106728,0.8270333692880032,4.930734183060736,-0.003347334544489655
2013-06-12,0.00013595736051992674,-1.1431875153573698,4.333298445961442,-0.0037181511592141447
2013-06-13,0.00011980481158021476,0.4208360297037528,5.501119493791336,0.02292927193464056
2013-06-14,0.00020393556727567064,-0.668091087339481,3.313416393550619,-0.015028728149973247
2013-06-17,8.327168863871597e-05,-0.46781196720432827,3.2944964028646364,0.0005957898122854743
2013-06-18,5.009009668571787e-05,0.1585065228553207,3.297630306101604,0.00747904116750675
2013-06-19,0.00019119238050306064,-0.49065392113814216,5.183862563069681,-0.0035546090390603524
2013-06-20,0.0001289484240686018,-0.17039763156154453,2.8428713451221723,-0.01254145460052225
2013-06-21,0.0002380612026810276,-0.013135779928167708,3.8565422576524426,-0.0009616529834692855
2013-06-24,0.0001486416992718048,-0.5233802809173524,3.1284526731469193,-0.019436849183088967
2013-06-25,0.00013008430045215305,0.33869694168475145,3.1437940996054943,0.00988720254562292
2013-06-26,6.720118993406484e-05,0.13068058771693453,2.516831183304439,-0.002797662737646256
2013-06-27,5.2029188805740335e-05,0.33138625698254504,2.9270606878024075,0.010420396892516948
2013-06-28,9.286164208244254e-05,-0.12451541661696038,4.281694460419107,-0.005681401914879203
2013-07-01,6.601998451275893e-05,0.36630307999385237,3.5225998757518617,0.002784243340076209
2013-07-02,0.00012759297568815472,0.45229912820529106,4.6577861288386195,-0.002905449497547785
2013-07-03,0.00014363795190006106,0.2145817448141659,2.4046485278404077,-0.007667691555659495
2013-07-05,0.00011262622122136892,0.4319383420829228,4.332673998573226,0.0035368114384937144
2013-07-08,7.581302371326032e-05,0.09791659341547139,3.6438237626598537,0.0128220536555812
2013-07-09,4.488743721457108e-05,0.08332484173670131,3.6232176127557434,0.025278864949068947
2013-07-10,8.649592439212889e-05,-0.6774972580174639,4.982726086801297,-0.004345406617569658
2013-07-11,6.187169270855423e-05,0.02155779201771994,4.833571578293948,0.02027318861927707
2013-07-12,6.746911169708499e-05,0.8026053092013787,3.415761218357426,0.005406361876841181
2013-07-15,5.146376513171818e-05,-1.2592780829499706,4.271140202049708,0.0026351593362745618
2013-07-16,4.900389625815456e-05,-0.18223917420160343,5.666338690040203,0.008771489402240817
2013-07-17,0.0006187795841414545,4.005178902563107,26.974608862447944,-0.01715883679114505
2013-07-18,0.00022293394832633275,-0.9131961135372032,5.910477356609463,-0.0040746830691302804
2013-07-19,7.57158496300166e-05,0.9625206821915542,4.095149120731381,-0.0008169300752047803
2013-07-22,4.0935745600487885e-05,0.3316829922233159,3.7353431905204197,0.004077898861502227
2013-07-23,4.026497656221208e-05,-0.2632286185402672,3.6546915953644437,-0.005596931837687613
2013-07-24,0.00010514802836815206,0.8132722865264547,4.736553391523049,-0.024622564521489032
2013-07-25,5.306040473834239e-05,0.39151273845355916,3.8287156176919503,-0.01570254234738311
2013-07-26,5.742373696465212e-05,-0.661786456445521,4.271316196208917,-0.000974181386323103
2013-07-29,5.344004089917318e-05,0.16687843605648187,3.355273246047347,0.011630218241736934
2013-07-30,4.27422732020826e-05,-0.29204488384881955,3.978879852578502,0.0020461069625827832
2013-07-31,0.0002768171959238208,0.3576468618544729,7.418271822836469,-0.003371721353849111
2013-08-01,5.543548109516383e-05,0.2681080854906457,3.402723275219593,0.018285546305086164
2013-08-02,2.8782449181560406e-05,-0.03705117204459098,2.984596986866393,-0.0016591205408449383
2013-08-05,2.957614681647102e-05,0.41426909496347625,3.7868780120221492,-0.00881720140927289
2013-08-06,3.36797672137258e-05,-1.4415418941058769,5.067966968553198,-0.012402868792008803
2013-08-07,5.192971534613996e-05,-0.14476311395591795,4.787468570734397,-0.00121260019137992
2013-08-08,6.780414458551517e-05,-0.20616532771649163,5.128650975775809,0.018391258803251986
2013-08-09,4.753698235345606e-05,-0.1495985848858282,3.405948814666676,0.0065293690115808545
2013-08-12,4.9559924249606425e-05,0.3822636936974717,5.063995984941782,0.021191402998776532
2013-08-14,5.133623722168278e-05,0.5363561708150708,6.8076515550975785,-0.005809348440348749
2013-08-15,4.6096845025768774e-05,-1.479908271487147,7.535773817129394,0.00046617815258631623
2013-08-16,4.035337369278741e-05,0.3469932565835461,3.8307540298709104,-0.008186294366417712
2013-08-19,3.643979533639608e-05,-0.41118422897719464,5.914225310085222,-0.011337130285850705
2013-08-20,6.427305991863032e-05,1.5080538516515198,7.7841774999104025,-0.004046015527413793
2013-08-21,0.00011172916286455691,-0.20155553961014558,4.787388328349317,-0.011031300451179504
2013-08-22,5.493693897548833e-05,0.5194967220220423,4.120949120089875,0.014721062838492394
2013-08-23,5.8598889809239864e-05,0.4444238227542367,5.431042332963894,-0.0033323027873963795
2013-08-26,6.151290650339644e-05,-1.6179364555100662,8.521373817065983,-0.003941410962692515
2013-08-27,7.185826175381208e-05,-0.5717674201700528,2.7583760148168888,-0.010345046249965684
2013-08-28,7.747981938913275e-05,0.6343078756747709,3.73332961485076,-0.00302783269728657
2013-08-29,4.958540310827918e-05,0.23351664240140504,2.62787910190291,0.0009700101552434504
2013-08-30,0.00010398262715130134,0.2698275528468897,3.966769479224254,0.00012084031069914403
2013-09-03,9.509557460769698e-05,-0.6042354129952273,3.4087892367822006,-0.00036340524090139326
2013-09-04,8.065444632581064e-05,0.5087394590242758,3.9069005691789522,0.012406274136263384
2013-09-05,7.690464200567475e-05,0.6503785168853946,6.808160088989074,-0.007087639954951541
2013-09-06,0.00018263645228325115,-2.057394612017679,15.11020119803417,0.005290509763377749
2013-09-09,5.795547318508811e-05,0.12829567256719981,4.7057753151524615,0.02603981324829263
2013-09-10,5.040335272768344e-05,0.834482366288969,4.29450667991139,0.011846939036393778
2013-09-11,5.9523369232816975e-05,1.156276129515365,4.315487618708118,0.005985777758211519
2013-09-12,5.20268707886826e-05,0.21502851719564753,3.9148758011711884,-0.0033338648452883035
2013-09-13,4.692598103701024e-05,-0.7781276208335794,3.9505070269863873,0.001955683711661216
2013-09-16,3.565099395143939e-05,-1.1030004317098516,4.626648654389297,0.0019520653445228575
2013-09-17,3.39933510031408e-05,0.6606392346272982,2.985239836127807,-0.0012625448733283307
2013-09-18,0.00010167576090981436,0.8542431045602075,3.135847710626589,0.008804548040805216
2013-09-19,4.554469816494041e-05,-1.1349719310719566,6.617763943282845,-0.001025208642931652
2013-09-20,5.653076081303908e-05,-0.5380657399251637,3.475806965827417,-0.03478603658885682
2013-09-23,8.137074120074216e-05,-2.670947353686146,16.16343339512665,0.003298434764922753
2013-09-24,6.365283211399325e-05,-1.4938976145883134,7.917746219418438,0.0009400755653468096
2013-09-25,9.173323251001311e-05,-0.3696849465089387,4.2339632008200825,-0.00719266747406877
2013-09-26,8.556220985127781e-05,1.4313033027719364,7.9340604000546655,-0.003556758377971647
2013-09-27,6.68999268827125e-05,0.6181080915498482,7.359063420838899,-0.0047619389538171575
2013-09-30,5.7812604256794206e-05,0.7653388931082846,3.6448826067970628,-0.004784307796682263
2013-10-01,7.661449686066833e-05,0.41742125314932205,4.151280159330441,0.004306873997752092
2013-10-02,7.51309292154468e-05,-0.609746838984742,3.9451054136970045,0.00369436631659692
2013-10-03,0.00015809402892112633,-0.0039974205550102155,3.197667661615955,-0.0011903883469841503
2013-10-04,3.034253915009939e-05,0.5510887436397311,3.142907015102264,0.0027353947831345593
2013-10-07,4.4314192922795655e-05,-0.21887012298460035,3.299148490186053,-0.007989156673526843
2013-10-08,0.00011186604890213388,-0.40646244994265085,4.192821267247293,-0.00817396894198108
2013-10-09,8.928565886898088e-05,0.14167660775351854,3.2277077922787525,0.00805456092138801
2013-10-10,7.99245034551992e-05,0.9476621586575805,2.89995705804609,0.014383570024562253
2013-10-11,8.138558389447584e-05,0.917832590815552,3.905843962733535,0.010332293870414233
2013-10-14,5.538965528506311e-05,0.43170804607562624,3.785513654179757,0.007331988779475829
2013-10-15,0.00010192884174094618,0.08420125022230394,2.403644283388987,-0.005698235016067699
2013-10-16,0.0001657625527861001,0.50819609252498,4.249971743726856,0.006046045758272278
2013-10-17,0.00012064611811978087,1.3020864990035048,5.564625495564251,0.0020989409275271598
2013-10-18,8.332938223623966e-05,0.5390895509894978,4.330759917436413,0.017207042035149556
2013-10-21,2.9608776994634477e-05,-0.30251766627978843,2.883647430210567,0.0041132841237070394
2013-10-22,5.5543499489300134e-05,0.4444699922905371,4.425455014360031,0.016622826679074443
2013-10-23,6.814974455735627e-05,-0.5128496670472759,4.332677307380686,-0.0625890732195078
2013-10-24,2.9446507592291667e-05,-0.08963869727143939,3.763465324170291,0.009150938976006273
2013-10-25,6.522558433110236e-05,1.6186742566764565,6.245223324864466,0.002835091566410597
2013-10-28,3.093237847103606e-05,0.8298631640161152,5.431302386261751,-0.005797113827020972
2013-10-29,3.481438918218992e-05,-0.10877588500906865,3.4668120896022923,-0.0024949815569144107
2013-10-30,0.00010804652602661149,-0.2549640988250733,6.254069503816839,-0.006922845716727188
2013-10-31,5.540911309396014e-05,-1.121016039466215,5.048784067783297,-0.001558228839304121
2013-11-01,5.3601193919489025e-05,0.6328077649461532,4.964107555061137,0.002755305065392122
2013-11-04,4.006840399604766e-05,-2.134007115129002,10.55138181908053,0.003582640988256891
2013-11-05,4.092501434164375e-05,-0.6438211194546407,5.191588333936958,0.0019050932428879008
2013-11-06,2.1908134032141462e-05,0.20053402331849712,3.3495273585680883,0.002020834958095463
2013-11-07,5.191461976256619e-05,-1.1620532846229688,3.1753554175659513,-0.006790911893507001
2013-11-08,7.296804711025309e-05,0.8300217162257099,4.314111423742909,0.007028357664921714
2013-11-11,2.7270054190626936e-05,-0.4720627794647884,4.737141138461367,-0.0010690798261041579
2013-11-12,4.169447713388642e-05,-0.5530079564706466,3.0711548035899576,-0.003571456767752501
2013-11-13,4.694074667752241e-05,-0.053343831629184414,4.737821878320478,0.004165684078234477
2013-11-14,3.3453465154155184e-05,-0.01321179941747839,4.812377209780231,-0.005239328112875086
2013-11-15,3.862769012809996e-05,-0.2358842625134659,5.216131103339676,-0.00023871068059655443
2013-11-18,3.0257377005380272e-05,-0.9557631394873487,3.581213167883982,0.003575933623472416
2013-11-19,5.344675481543655e-05,0.30592652034362205,3.160246529439095,-0.004412542209459858
2013-11-20,6.380495103538562e-05,-0.6234947253287795,3.9970860621897333,-0.011902520517092618
2013-11-21,3.427418102410874e-05,0.7359980985038989,3.13175295706105,-0.006796273221681304
2013-11-22,4.6700179326232646e-05,0.013389884964819873,4.54394539341995,0.009211977334905086
2013-11-25,4.7365135373747536e-05,1.4222764863906563,8.012217271222106,0.01817381470150803
2013-11-26,3.2210647625122744e-05,-0.5226733217588123,3.8079734492982578,-0.00047406097053936946
2013-11-27,3.494007796694936e-05,0.9411778819476632,4.457506197690152,0.003668117929162662
2013-11-29,1.807490694025557e-05,-0.48054341446270904,2.8968874745750433,-0.0008273207718367814
2013-12-02,4.326860278829033e-05,-0.07806803534676757,3.175964968393651,-0.004145526031228641
2013-12-03,8.41010995885711e-05,-0.6958569841731832,3.8317308720261187,-0.004520532741567607
2013-12-04,7.466624120674347e-05,0.4889618565677495,3.6148422648055067,0.0011915461874281164
2013-12-05,5.254513355252277e-05,-0.4107263156008631,4.658717172349766,0.005226355117998516
2013-12-06,3.503435580493763e-05,0.42813709330974675,2.2610935003439256,0.012830110704431519
2013-12-09,6.909870116580795e-05,-0.9063386457903341,7.822881806705422,0.006877019856098343
2013-12-10,5.6803315218693404e-05,0.003566316527315754,6.3576508287998355,0.0038262068614756117
2013-12-11,8.483046570766652e-05,-0.9984891313136489,4.542267786037177,-0.013279313976490847
2013-12-12,9.492077809917546e-05,-1.8050571082851217,8.782063714883739,0.0033947969756953356
2013-12-13,6.978522238079445e-05,-1.113965385255584,8.412691566638504,0.005593757450149894
2013-12-16,5.6812238168137946e-05,0.6337324544686626,5.709419846206904,0.015337911575633356
2013-12-17,6.180842547539992e-05,-1.3500067147067716,7.853740419374691,-0.0052785473202598965
2013-12-18,0.00016178749277103024,1.7755084580043743,9.016397248433309,0.01427879476629812
2013-12-19,4.01372318283254e-05,0.23554461761531773,2.4068189981395207,-0.007170781550854599
2013-12-20,3.169552141128529e-05,0.8679724714336485,3.3692026213536375,0.01575355524866051
2013-12-23,3.518485903890041e-05,0.2083083151322371,6.105500050327241,0.011515585548979246
2013-12-24,2.0974629468183262e-05,0.5399231294794083,6.596287321561411,0.010505029783146824
2013-12-26,1.596281060368947e-05,0.0820281883477031,3.889695876488818,0.0026364897620450023
2013-12-27,2.9319216618785065e-05,-0.3506726537287098,3.2668873462381742,-0.0030764950025323756
2013-12-30,1.5861517163649683e-05,0.8688307184115199,3.626510233549589,0.0
2013-12-31,3.530751893994103e-05,1.4213528308875498,10.291619814150593,-0.0006607186645997132
2014-01-02,8.626560500600837e-05,-0.9833913629836898,6.377085670966136,-0.01040509460601946
2014-01-03,5.5134899780635576e-05,1.3705186487014702,5.5943193141114005,-0.0005565347321141445
2014-01-06,5.161559327133803e-05,-0.9187248084034386,3.801775415241215,-0.013224495034266148
2014-01-07,6.307174060163895e-05,0.4591892151333062,3.5703842948136733,0.0032662329453607697
2014-01-08,8.338834209289799e-05,0.7579345009261508,3.7977951220627033,0.002358701873387936
2014-01-09,7.161861492567935e-05,-1.2144720612889626,5.423935364581869,0.006374000339487651
2014-01-10,8.053427512381637e-05,-0.7653154108896171,4.9814939351051155,0.008878299871764916
2014-01-13,0.00010214111116740598,-0.31229571604937534,3.8527096645258183,-0.006873775108684477
2014-01-14,0.00011531415826849708,-0.9857907340720159,8.560272353970028,0.00742596685774366
2014-01-15,7.010720253095452e-05,0.05227778824113711,2.8021826868916015,0.020222596555463213
2014-01-16,6.617785380993672e-05,-1.0500703495506418,5.524980229474319,0.002176088848737656
2014-01-17,0.0003094471781401656,0.5246219841116864,6.210377138684783,-0.006214327162108901
2014-01-21,0.00034933550282757855,-2.639480650752507,12.9368171646867,-0.00922883519472073
2014-01-22,5.751373326947875e-05,-0.007542302294641895,6.127900186085435,-0.010652492237292144
2014-01-23,8.88486452492468e-05,-0.966154911082388,3.9984112307771373,-0.01302508558980886
2014-01-24,0.0002646365723186392,-2.027165853604154,10.273607066374328,-0.02645474487228139
2014-01-27,0.00015829549111857116,-0.5340164948542414,3.9936335170859505,0.057719331015831266
2014-01-28,9.324245222561683e-05,0.943548420907398,4.539817681824033,0.012843104978810693
2014-01-29,0.0001569344271697805,-0.5714112709801747,2.843755351725384,-0.020209372332648634
2014-01-30,8.383024894721139e-05,1.277851561830437,9.257148025951107,0.028072542718463822
2014-01-31,0.00015495104179572824,-0.18050303779128687,2.820376352601629,0.00758942002361529
2014-02-03,0.00017225503710367247,-0.8002739918865202,3.880319058876902,-0.015993723169304808
2014-02-04,0.0001775354757316949,0.7362896218158599,2.9720424794285374,0.0008653834437799546
2014-02-05,0.0001735920753634812,0.38127627635474887,6.417048362808538,-0.005854941258573554
2014-02-06,8.852562360329723e-05,0.3307637879414161,4.378660877850359,0.02013107865985031
2014-02-07,0.00011619983858241805,0.6455748653386711,5.656746300287733,0.011022886751148597
2014-02-10,0.00013738583267324688,-0.23996279226791054,5.514898422819662,-0.0039078159076080254
2014-02-11,8.441312327690219e-05,0.6733752631662927,4.395819911322483,0.0048560481442798675
2014-02-12,6.056214361313409e-05,-0.07360345056465174,3.650930981292456,0.012661589088431846
2014-02-13,5.122997451554332e-05,0.19003005458575842,4.289833135915167,-0.0006240486442585791
2014-02-14,8.311968545255812e-05,-1.7567744973385369,8.965094280386047,0.004567673404584305
2014-02-18,5.4891407327096464e-05,0.7407019270768376,5.977702734241595,0.00010352760460197175
2014-02-19,0.00011936144375106829,0.4183510542187283,5.751033744944992,-0.003631375692463301
2014-02-20,9.829602498890753e-05,-0.10676861269453973,3.689186075727273,0.007352578744873384
2014-02-21,6.678371069283046e-05,-0.06796138552752352,2.904571275946744,0.005966518366098406
2014-02-24,7.284160901663248e-05,1.82763826102504,11.482389730982863,-0.0018478082800044149
2014-02-25,9.661781158821012e-05,0.18727886219135,4.064862743660036,-0.009394521460050598
2014-02-26,9.896602561081012e-05,-0.7334369001437886,4.174575979191921,0.008160550216747886
2014-02-27,6.417284155577806e-05,-0.6691511722401385,5.195007704205946,-0.00515719620266708
2014-02-28,0.00014123456077249976,0.01986366894250164,3.650723387331338,0.0027882953401787702
2014-03-03,6.10597001268331e-05,0.06350631875555109,3.1969795545747064,-0.006829411038257405
2014-03-04,4.3427176046247475e-05,0.6452590352006716,4.115898410568897,0.007344795010481242
2014-03-05,5.947954456968295e-05,1.0237317462872257,7.240535506404537,-0.00672195907734352
2014-03-06,3.311368997366434e-05,0.7942992270430259,4.445801109805256,0.01268226431503372
2014-03-07,8.65235544251993e-05,0.8644557498066382,5.496147893328859,-0.005650976706115252
2014-03-10,5.934066775128536e-05,0.7741668487443277,5.888622071209158,-0.0030959141099700105
2014-03-11,2.982708033090658e-05,0.06220046205570833,2.249282644544956,0.0009297327610173767
2014-03-12,7.023962988716093e-05,0.09600838780259975,3.946114219963691,-0.0002067498266988821
2014-03-13,0.00012661055713814138,-0.266912612670249,3.077707307042253,-0.012575955387799098
2014-03-14,0.0001334404276650901,-0.4326003411879284,3.66143151441677,-0.0023037246205444006
2014-03-17,7.601589841379725e-05,1.240198346678511,7.648242964684679,0.0029312145311033433
2014-03-18,5.266780963235068e-05,0.4612512877538447,3.8802591242557467,0.00770503479483331
2014-03-19,0.0001032286335625257,-2.3416389946514484,18.93718985321416,-0.003845096470624476
2014-03-20,9.615768593138249e-05,1.4659538838741784,7.593670044375502,0.0017683290997076995
2014-03-21,9.960535261571467e-05,-0.2874909471083932,2.679966908621938,0.012190226222406508
2014-03-24,0.0001202390701807695,-0.41054249221443423,3.0971383131596775,-0.005560060746271134
2014-03-25,4.6822971410615914e-05,-0.9616554799083018,3.015080311419458,0.017806460292320025
2014-03-26,8.122098926940934e-05,-0.4927423578061789,3.5725258810429388,-0.008045217327791399
2014-03-27,0.00013561897565334138,-0.054902561554472686,3.517210069381436,0.006623997963404626
2014-03-28,0.00013442499289714738,2.3442744248153264,14.257778483640998,0.009502795583752999
2014-03-31,7.487650366563934e-05,-0.544213774604367,2.508042213120595,-0.0002011694247485707
2014-04-01,4.6553986652259175e-05,-0.3118787631595533,3.956050664299966,0.0044180624654437395
2014-04-02,5.313928828892555e-05,-0.6461070355848566,6.626182199668091,0.027862106025823508
2014-04-03,5.306289249303531e-05,0.48599320166135557,5.331274909288097,-0.0007798552674485038
2014-04-04,0.00011430990379395274,-1.273807666246192,4.746975144127978,-0.0037124620616868498
2014-04-07,0.00010978767766907541,-1.1371552539828442,3.4720000404690325,-0.01042906207642158
2014-04-08,0.00012082282849697815,-0.12472366642046394,3.8299838452892208,0.012579908745958157
2014-04-09,7.817953521748537e-05,0.44317769588190076,3.0289604988914034,0.005842803392712703
2014-04-10,0.00014032044773602597,-1.3152070924069028,3.80344630009895,-0.007112971431782356
2014-04-11,0.00018342713717740857,0.28403966062409547,2.8672608855838315,-0.007952741699464916
2014-04-14,0.0001706515899417394,-0.15191678479087817,2.712850809202437,0.013024838688261653
2014-04-15,0.00021224272596603047,-0.052661434119585654,2.4141214729998257,-0.0027280766195332262
2014-04-16,0.00011776174354561104,-0.05828530145721514,3.190461155072007,0.010057227633573085
2014-04-17,0.00032490353398231066,-1.722006333347114,8.221929116199608,-0.0009720119772547164
2014-04-21,5.419417525685554e-05,0.15685149520159752,3.645194480997205,-0.0018494529503563228
2014-04-22,2.9173335507779958e-05,0.9804092864425527,3.545841802975269,0.010177859279135504
2014-04-23,4.398681776610193e-05,0.29877386763952823,3.295651193751315,-0.002994164669655852
2014-04-24,5.894689065756375e-05,0.0578394842002224,3.4039311916424793,0.018211991216398715
2014-04-25,8.07001795405463e-05,0.3022700568255485,3.666469612593149,-0.005619845671257728
2014-04-28,0.00017028885583015115,-1.5474859577130544,9.885871708899671,-0.00411571367442054
2014-04-29,3.25875700909189e-05,0.100908830946325,3.5528722743861256,0.009925639075082593
2014-04-30,4.423621076665637e-05,-0.5315250283099525,3.6000974117209226,0.000949222483081158
2014-05-01,5.590684134594126e-05,0.9989876809224622,6.043902357345548,-0.0031358132535759253
2014-05-02,8.235509623996974e-05,-0.19087099915175482,6.481281079050516,-0.0005712833774973447
2014-05-05,5.151619860679366e-05,1.379683313742634,5.754454599379112,-0.004677182432667237
2014-05-06,4.491599255263778e-05,-0.24558790676445671,2.7490525708217337,-0.00623820202678349
2014-05-07,0.00013358903663124826,-0.533566977293907,5.488514114674968,0.007194667486881023
2014-05-08,7.868998140585375e-05,1.205430763613129,9.376951056767119,0.0030538411571532365
2014-05-09,8.763248625758062e-05,-2.0691171927511616,13.284235122447328,0.0011427539459996083
2014-05-12,2.927819032799266e-05,0.6658014384813699,5.989544251171179,0.010792660230287687
2014-05-13,3.3541010407290965e-05,0.1961074832636662,3.8305908816382894,0.0089055114705614
2014-05-14,3.247547565928072e-05,-0.9494691958013587,3.795089703374052,-0.005802937835160726
2014-05-15,9.427131579810722e-05,-0.7482945590458873,3.9957025890062017,-0.014561630333476572
2014-05-16,5.1762600688236914e-05,-0.13670613137550391,4.75658963724255,0.009856965491307434
2014-05-19,3.739466601624666e-05,0.8549119490687672,3.325542814475958,-0.006054295700273826
2014-05-20,5.960866050939413e-05,-0.11979355651891464,2.7919056817897676,-0.0370180264469413
2014-05-21,3.326325514052392e-05,1.8535190500136838,10.972558505006951,0.012913555116126574
2014-05-22,2.6000119368053733e-05,0.6971546681705622,4.310539385899826,0.0019422246255809128
2014-05-23,1.8145847804404886e-05,1.594282988363835,7.013521932140878,0.009173827792603895
